Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2012,Minnesota,Southwest,Lyon,152.6,"Lyon County, Minnesota",27083,MN
2012,Minnesota,South Central,Martin,170.7,"Martin County, Minnesota",27091,MN
2012,Minnesota,Central,Mcleod,179.6,"Mcleod County, Minnesota",27085,MN
2012,Minnesota,Central,Morrison,147.6,"Morrison County, Minnesota",27097,MN
2012,Minnesota,Southeast,Mower,167.1,"Mower County, Minnesota",27099,MN
2012,Minnesota,Southwest,Murray,150.7,"Murray County, Minnesota",27101,MN
2012,Minnesota,South Central,Nicollet,160.1,"Nicollet County, Minnesota",27103,MN
2012,Minnesota,Southwest,Nobles,155.5,"Nobles County, Minnesota",27105,MN
2012,Minnesota,Southeast,Olmsted,184.8,"Olmsted County, Minnesota",27109,MN
2012,Minnesota,West Central,Otter Tail,150.1,"Otter Tail County, Minnesota",27111,MN
2012,Minnesota,West Central,Pope,174.9,"Pope County, Minnesota",27121,MN
2012,Minnesota,Southwest,Redwood,164.1,"Redwood County, Minnesota",27127,MN
2012,Minnesota,Central,Renville,173.6,"Renville County, Minnesota",27129,MN
2012,Minnesota,Southwest,Rock,156.8,"Rock County, Minnesota",27133,MN
2012,Minnesota,Central,Sibley,171.8,"Sibley County, Minnesota",27143,MN
2012,Minnesota,Central,Stearns,166.6,"Stearns County, Minnesota",27145,MN
2012,Minnesota,South Central,Steele,176.8,"Steele County, Minnesota",27147,MN
2012,Minnesota,West Central,Stevens,186.3,"Stevens County, Minnesota",27149,MN
2012,Minnesota,West Central,Swift,182.8,"Swift County, Minnesota",27151,MN
2012,Minnesota,Central,Todd,130.7,"Todd County, Minnesota",27153,MN
2012,Minnesota,West Central,Traverse,181.9,"Traverse County, Minnesota",27155,MN
2012,Minnesota,Southeast,Wabasha,187.4,"Wabasha County, Minnesota",27157,MN
2012,Minnesota,Central,Wadena,129.8,"Wadena County, Minnesota",27159,MN
2012,Minnesota,South Central,Waseca,180.1,"Waseca County, Minnesota",27161,MN
2012,Minnesota,East Central,Washington,164.8,"Washington County, Minnesota",27163,MN
2012,Minnesota,South Central,Watonwan,174.2,"Watonwan County, Minnesota",27165,MN
2012,Minnesota,Southeast,Winona,177.5,"Winona County, Minnesota",27169,MN
2012,Minnesota,West Central,Yellow Medicine,146.5,"Yellow Medicine County, Minnesota",27173,MN
2011,Minnesota,Central,Benton,108.8,"Benton County, Minnesota",27009,MN
2011,Minnesota,West Central,Big Stone,111.0,"Big Stone County, Minnesota",27011,MN
2011,Minnesota,South Central,Blue Earth,171.1,"Blue Earth County, Minnesota",27013,MN
2011,Minnesota,South Central,Brown,162.8,"Brown County, Minnesota",27015,MN
2011,Minnesota,Central,Carver,154.2,"Carver County, Minnesota",27019,MN
2011,Minnesota,East Central,Chisago,131.3,"Chisago County, Minnesota",27025,MN
2011,Minnesota,Northwest,Clay,113.6,"Clay County, Minnesota",27027,MN
2011,Minnesota,Southwest,Cottonwood,164.4,"Cottonwood County, Minnesota",27033,MN
2011,Minnesota,Southeast,Dakota,174.1,"Dakota County, Minnesota",27037,MN
2011,Minnesota,Southeast,Dodge,183.6,"Dodge County, Minnesota",27039,MN
2011,Minnesota,South Central,Faribault,174.1,"Faribault County, Minnesota",27043,MN
2011,Minnesota,Southeast,Fillmore,178.6,"Fillmore County, Minnesota",27045,MN
2011,Minnesota,South Central,Freeborn,179.2,"Freeborn County, Minnesota",27047,MN
2011,Minnesota,Southeast,Goodhue,177.2,"Goodhue County, Minnesota",27049,MN
2011,Minnesota,East Central,Hennepin,141.8,"Hennepin County, Minnesota",27053,MN
2011,Minnesota,Southeast,Houston,171.9,"Houston County, Minnesota",27055,MN
2011,Minnesota,Southwest,Jackson,161.3,"Jackson County, Minnesota",27063,MN
2011,Minnesota,West Central,Lac Qui Parle,144.2,"Lac Qui Parle County, Minnesota",27073,MN
2011,Minnesota,Southwest,Lyon,147.8,"Lyon County, Minnesota",27083,MN
2011,Minnesota,South Central,Martin,173.6,"Martin County, Minnesota",27091,MN
2011,Minnesota,Central,Mcleod,146.1,"Mcleod County, Minnesota",27085,MN
2011,Minnesota,Central,Morrison,141.5,"Morrison County, Minnesota",27097,MN
2011,Minnesota,Southeast,Mower,177.4,"Mower County, Minnesota",27099,MN
2011,Minnesota,Southwest,Murray,166.4,"Murray County, Minnesota",27101,MN
2011,Minnesota,South Central,Nicollet,160.4,"Nicollet County, Minnesota",27103,MN
2011,Minnesota,Southwest,Nobles,174.6,"Nobles County, Minnesota",27105,MN
2011,Minnesota,Southeast,Olmsted,181.9,"Olmsted County, Minnesota",27109,MN
2011,Minnesota,West Central,Otter Tail,132.7,"Otter Tail County, Minnesota",27111,MN
2011,Minnesota,West Central,Pope,136.7,"Pope County, Minnesota",27121,MN
2011,Minnesota,Southwest,Redwood,149.1,"Redwood County, Minnesota",27127,MN
2011,Minnesota,Central,Renville,146.4,"Renville County, Minnesota",27129,MN
2011,Minnesota,Southwest,Rock,180.6,"Rock County, Minnesota",27133,MN
2011,Minnesota,Central,Sibley,157.0,"Sibley County, Minnesota",27143,MN
2011,Minnesota,Central,Stearns,136.4,"Stearns County, Minnesota",27145,MN
2011,Minnesota,South Central,Steele,169.5,"Steele County, Minnesota",27147,MN
2011,Minnesota,West Central,Stevens,139.1,"Stevens County, Minnesota",27149,MN
2011,Minnesota,West Central,Swift,154.1,"Swift County, Minnesota",27151,MN
2011,Minnesota,Central,Todd,129.7,"Todd County, Minnesota",27153,MN
2011,Minnesota,West Central,Traverse,111.5,"Traverse County, Minnesota",27155,MN
2011,Minnesota,Southeast,Wabasha,180.2,"Wabasha County, Minnesota",27157,MN
2011,Minnesota,Central,Wadena,125.4,"Wadena County, Minnesota",27159,MN
2011,Minnesota,South Central,Waseca,175.9,"Waseca County, Minnesota",27161,MN
2011,Minnesota,East Central,Washington,176.7,"Washington County, Minnesota",27163,MN
2011,Minnesota,South Central,Watonwan,177.4,"Watonwan County, Minnesota",27165,MN
2011,Minnesota,Southeast,Winona,178.3,"Winona County, Minnesota",27169,MN
2011,Minnesota,West Central,Yellow Medicine,155.2,"Yellow Medicine County, Minnesota",27173,MN
2010,Minnesota,Central,Benton,153.0,"Benton County, Minnesota",27009,MN
2010,Minnesota,West Central,Big Stone,162.8,"Big Stone County, Minnesota",27011,MN
2010,Minnesota,South Central,Blue Earth,174.1,"Blue Earth County, Minnesota",27013,MN
2010,Minnesota,South Central,Brown,186.2,"Brown County, Minnesota",27015,MN
2010,Minnesota,Central,Carver,186.0,"Carver County, Minnesota",27019,MN
2010,Minnesota,East Central,Chisago,152.7,"Chisago County, Minnesota",27025,MN
2010,Minnesota,Northwest,Clay,147.0,"Clay County, Minnesota",27027,MN
2010,Minnesota,Southwest,Cottonwood,180.4,"Cottonwood County, Minnesota",27033,MN
2010,Minnesota,Southeast,Dakota,189.3,"Dakota County, Minnesota",27037,MN
2010,Minnesota,Southeast,Dodge,195.4,"Dodge County, Minnesota",27039,MN
2010,Minnesota,South Central,Faribault,178.8,"Faribault County, Minnesota",27043,MN
2010,Minnesota,Southeast,Fillmore,187.6,"Fillmore County, Minnesota",27045,MN
2010,Minnesota,South Central,Freeborn,183.1,"Freeborn County, Minnesota",27047,MN
2010,Minnesota,Southeast,Goodhue,193.8,"Goodhue County, Minnesota",27049,MN
2010,Minnesota,East Central,Hennepin,160.8,"Hennepin County, Minnesota",27053,MN
2010,Minnesota,Southeast,Houston,180.3,"Houston County, Minnesota",27055,MN
2010,Minnesota,Southwest,Jackson,185.7,"Jackson County, Minnesota",27063,MN
2010,Minnesota,West Central,Lac Qui Parle,172.9,"Lac Qui Parle County, Minnesota",27073,MN
2010,Minnesota,Southwest,Lyon,168.6,"Lyon County, Minnesota",27083,MN
2010,Minnesota,South Central,Martin,188.0,"Martin County, Minnesota",27091,MN
2010,Minnesota,Central,Mcleod,182.5,"Mcleod County, Minnesota",27085,MN
2010,Minnesota,Central,Morrison,159.1,"Morrison County, Minnesota",27097,MN
2010,Minnesota,Southeast,Mower,194.1,"Mower County, Minnesota",27099,MN
2010,Minnesota,Southwest,Murray,186.3,"Murray County, Minnesota",27101,MN
2010,Minnesota,South Central,Nicollet,176.7,"Nicollet County, Minnesota",27103,MN
2010,Minnesota,Southwest,Nobles,179.8,"Nobles County, Minnesota",27105,MN
2010,Minnesota,Southeast,Olmsted,192.8,"Olmsted County, Minnesota",27109,MN
2010,Minnesota,West Central,Otter Tail,158.3,"Otter Tail County, Minnesota",27111,MN
2010,Minnesota,West Central,Pope,174.3,"Pope County, Minnesota",27121,MN
2010,Minnesota,Southwest,Redwood,184.0,"Redwood County, Minnesota",27127,MN
2010,Minnesota,Central,Renville,186.1,"Renville County, Minnesota",27129,MN
2010,Minnesota,Southwest,Rock,189.2,"Rock County, Minnesota",27133,MN
2010,Minnesota,Central,Sibley,189.3,"Sibley County, Minnesota",27143,MN
2010,Minnesota,Central,Stearns,164.9,"Stearns County, Minnesota",27145,MN
2010,Minnesota,South Central,Steele,186.5,"Steele County, Minnesota",27147,MN
2010,Minnesota,West Central,Stevens,179.7,"Stevens County, Minnesota",27149,MN
2010,Minnesota,West Central,Swift,180.1,"Swift County, Minnesota",27151,MN
2010,Minnesota,Central,Todd,142.7,"Todd County, Minnesota",27153,MN
2010,Minnesota,West Central,Traverse,165.2,"Traverse County, Minnesota",27155,MN
2010,Minnesota,Southeast,Wabasha,185.9,"Wabasha County, Minnesota",27157,MN
2010,Minnesota,Central,Wadena,136.1,"Wadena County, Minnesota",27159,MN
2010,Minnesota,South Central,Waseca,186.0,"Waseca County, Minnesota",27161,MN
2010,Minnesota,East Central,Washington,162.0,"Washington County, Minnesota",27163,MN
2010,Minnesota,South Central,Watonwan,183.1,"Watonwan County, Minnesota",27165,MN
2010,Minnesota,Southeast,Winona,185.2,"Winona County, Minnesota",27169,MN
2010,Minnesota,West Central,Yellow Medicine,173.8,"Yellow Medicine County, Minnesota",27173,MN
2009,Minnesota,Central,Benton,154.0,"Benton County, Minnesota",27009,MN
2009,Minnesota,West Central,Big Stone,165.0,"Big Stone County, Minnesota",27011,MN
2009,Minnesota,South Central,Blue Earth,187.0,"Blue Earth County, Minnesota",27013,MN
2009,Minnesota,South Central,Brown,184.0,"Brown County, Minnesota",27015,MN
2009,Minnesota,Central,Carver,187.0,"Carver County, Minnesota",27019,MN
2009,Minnesota,East Central,Chisago,139.0,"Chisago County, Minnesota",27025,MN
2009,Minnesota,Northwest,Clay,130.0,"Clay County, Minnesota",27027,MN
2009,Minnesota,Southwest,Cottonwood,183.0,"Cottonwood County, Minnesota",27033,MN
2009,Minnesota,Southeast,Dakota,190.0,"Dakota County, Minnesota",27037,MN
2009,Minnesota,Southeast,Dodge,183.0,"Dodge County, Minnesota",27039,MN
2009,Minnesota,South Central,Faribault,190.0,"Faribault County, Minnesota",27043,MN
2009,Minnesota,Southeast,Fillmore,176.0,"Fillmore County, Minnesota",27045,MN
2009,Minnesota,South Central,Freeborn,177.0,"Freeborn County, Minnesota",27047,MN
2009,Minnesota,Southeast,Goodhue,187.0,"Goodhue County, Minnesota",27049,MN
2009,Minnesota,East Central,Hennepin,180.0,"Hennepin County, Minnesota",27053,MN
2009,Minnesota,Southeast,Houston,172.0,"Houston County, Minnesota",27055,MN
2009,Minnesota,Southwest,Jackson,184.0,"Jackson County, Minnesota",27063,MN
2009,Minnesota,West Central,Lac Qui Parle,176.0,"Lac Qui Parle County, Minnesota",27073,MN
2009,Minnesota,Southwest,Lyon,174.0,"Lyon County, Minnesota",27083,MN
2009,Minnesota,South Central,Martin,192.0,"Martin County, Minnesota",27091,MN
2009,Minnesota,Central,Mcleod,183.0,"Mcleod County, Minnesota",27085,MN
2009,Minnesota,Central,Morrison,149.0,"Morrison County, Minnesota",27097,MN
2009,Minnesota,Southeast,Mower,176.0,"Mower County, Minnesota",27099,MN
2009,Minnesota,Southwest,Murray,183.0,"Murray County, Minnesota",27101,MN
2009,Minnesota,South Central,Nicollet,182.0,"Nicollet County, Minnesota",27103,MN
2009,Minnesota,Southwest,Nobles,180.0,"Nobles County, Minnesota",27105,MN
2009,Minnesota,Southeast,Olmsted,180.0,"Olmsted County, Minnesota",27109,MN
2009,Minnesota,West Central,Otter Tail,136.0,"Otter Tail County, Minnesota",27111,MN
2009,Minnesota,West Central,Pope,155.0,"Pope County, Minnesota",27121,MN
2009,Minnesota,Southwest,Redwood,187.0,"Redwood County, Minnesota",27127,MN
2009,Minnesota,Central,Renville,184.0,"Renville County, Minnesota",27129,MN
2009,Minnesota,Southwest,Rock,179.0,"Rock County, Minnesota",27133,MN
2009,Minnesota,Central,Sibley,190.0,"Sibley County, Minnesota",27143,MN
2009,Minnesota,Central,Stearns,167.0,"Stearns County, Minnesota",27145,MN
2009,Minnesota,South Central,Steele,184.0,"Steele County, Minnesota",27147,MN
2009,Minnesota,West Central,Stevens,161.0,"Stevens County, Minnesota",27149,MN
2009,Minnesota,West Central,Swift,173.0,"Swift County, Minnesota",27151,MN
2009,Minnesota,Central,Todd,124.0,"Todd County, Minnesota",27153,MN
2009,Minnesota,West Central,Traverse,159.0,"Traverse County, Minnesota",27155,MN
2009,Minnesota,Southeast,Wabasha,183.0,"Wabasha County, Minnesota",27157,MN
2009,Minnesota,Central,Wadena,129.0,"Wadena County, Minnesota",27159,MN
2009,Minnesota,South Central,Waseca,186.0,"Waseca County, Minnesota",27161,MN
2009,Minnesota,East Central,Washington,184.0,"Washington County, Minnesota",27163,MN
2009,Minnesota,South Central,Watonwan,184.0,"Watonwan County, Minnesota",27165,MN
2009,Minnesota,Southeast,Winona,177.0,"Winona County, Minnesota",27169,MN
2009,Minnesota,West Central,Yellow Medicine,173.0,"Yellow Medicine County, Minnesota",27173,MN
2008,Minnesota,Central,Benton,136.0,"Benton County, Minnesota",27009,MN
2008,Minnesota,West Central,Big Stone,156.0,"Big Stone County, Minnesota",27011,MN
2008,Minnesota,South Central,Blue Earth,175.0,"Blue Earth County, Minnesota",27013,MN
2008,Minnesota,South Central,Brown,180.0,"Brown County, Minnesota",27015,MN
2008,Minnesota,Central,Carver,167.0,"Carver County, Minnesota",27019,MN
2008,Minnesota,East Central,Chisago,135.0,"Chisago County, Minnesota",27025,MN
2008,Minnesota,Northwest,Clay,147.0,"Clay County, Minnesota",27027,MN
2008,Minnesota,Southwest,Cottonwood,168.0,"Cottonwood County, Minnesota",27033,MN
2008,Minnesota,Southeast,Dakota,148.0,"Dakota County, Minnesota",27037,MN
2008,Minnesota,Southeast,Dodge,172.0,"Dodge County, Minnesota",27039,MN
2008,Minnesota,South Central,Faribault,184.0,"Faribault County, Minnesota",27043,MN
2008,Minnesota,Southeast,Fillmore,169.0,"Fillmore County, Minnesota",27045,MN
2008,Minnesota,South Central,Freeborn,179.0,"Freeborn County, Minnesota",27047,MN
2008,Minnesota,Southeast,Goodhue,172.0,"Goodhue County, Minnesota",27049,MN
2008,Minnesota,East Central,Hennepin,143.0,"Hennepin County, Minnesota",27053,MN
2008,Minnesota,Southeast,Houston,165.0,"Houston County, Minnesota",27055,MN
2008,Minnesota,Southwest,Jackson,170.0,"Jackson County, Minnesota",27063,MN
2008,Minnesota,West Central,Lac Qui Parle,134.0,"Lac Qui Parle County, Minnesota",27073,MN
2008,Minnesota,Southwest,Lyon,157.0,"Lyon County, Minnesota",27083,MN
2008,Minnesota,South Central,Martin,177.0,"Martin County, Minnesota",27091,MN
2008,Minnesota,Central,Mcleod,176.0,"Mcleod County, Minnesota",27085,MN
2008,Minnesota,Central,Morrison,126.0,"Morrison County, Minnesota",27097,MN
2008,Minnesota,Southeast,Mower,166.0,"Mower County, Minnesota",27099,MN
2008,Minnesota,Southwest,Murray,168.0,"Murray County, Minnesota",27101,MN
2008,Minnesota,South Central,Nicollet,184.0,"Nicollet County, Minnesota",27103,MN
2008,Minnesota,Southwest,Nobles,171.0,"Nobles County, Minnesota",27105,MN
2008,Minnesota,Southeast,Olmsted,173.0,"Olmsted County, Minnesota",27109,MN
2008,Minnesota,West Central,Otter Tail,144.0,"Otter Tail County, Minnesota",27111,MN
2008,Minnesota,West Central,Pope,154.0,"Pope County, Minnesota",27121,MN
2008,Minnesota,Southwest,Redwood,171.0,"Redwood County, Minnesota",27127,MN
2008,Minnesota,Central,Renville,173.0,"Renville County, Minnesota",27129,MN
2008,Minnesota,Southwest,Rock,180.0,"Rock County, Minnesota",27133,MN
2008,Minnesota,Central,Sibley,185.0,"Sibley County, Minnesota",27143,MN
2008,Minnesota,Central,Stearns,149.0,"Stearns County, Minnesota",27145,MN
2008,Minnesota,South Central,Steele,169.0,"Steele County, Minnesota",27147,MN
2008,Minnesota,West Central,Stevens,154.0,"Stevens County, Minnesota",27149,MN
2008,Minnesota,West Central,Swift,158.0,"Swift County, Minnesota",27151,MN
2008,Minnesota,Central,Todd,120.0,"Todd County, Minnesota",27153,MN
2008,Minnesota,West Central,Traverse,132.0,"Traverse County, Minnesota",27155,MN
2008,Minnesota,Southeast,Wabasha,177.0,"Wabasha County, Minnesota",27157,MN
2008,Minnesota,Central,Wadena,129.0,"Wadena County, Minnesota",27159,MN
2008,Minnesota,South Central,Waseca,180.0,"Waseca County, Minnesota",27161,MN
2008,Minnesota,East Central,Washington,152.0,"Washington County, Minnesota",27163,MN
2008,Minnesota,South Central,Watonwan,173.0,"Watonwan County, Minnesota",27165,MN
2008,Minnesota,Southeast,Winona,164.0,"Winona County, Minnesota",27169,MN
2008,Minnesota,West Central,Yellow Medicine,143.0,"Yellow Medicine County, Minnesota",27173,MN
2007,Minnesota,Central,Benton,67.0,"Benton County, Minnesota",27009,MN
2007,Minnesota,West Central,Big Stone,128.0,"Big Stone County, Minnesota",27011,MN
2007,Minnesota,South Central,Blue Earth,157.0,"Blue Earth County, Minnesota",27013,MN
2007,Minnesota,South Central,Brown,157.0,"Brown County, Minnesota",27015,MN
2007,Minnesota,Central,Carver,142.0,"Carver County, Minnesota",27019,MN
2007,Minnesota,East Central,Chisago,92.0,"Chisago County, Minnesota",27025,MN
2007,Minnesota,Northwest,Clay,127.0,"Clay County, Minnesota",27027,MN
2007,Minnesota,Southwest,Cottonwood,164.0,"Cottonwood County, Minnesota",27033,MN
2007,Minnesota,Southeast,Dakota,140.0,"Dakota County, Minnesota",27037,MN
2007,Minnesota,Southeast,Dodge,176.0,"Dodge County, Minnesota",27039,MN
2007,Minnesota,South Central,Faribault,176.0,"Faribault County, Minnesota",27043,MN
2007,Minnesota,Southeast,Fillmore,170.0,"Fillmore County, Minnesota",27045,MN
2007,Minnesota,South Central,Freeborn,173.0,"Freeborn County, Minnesota",27047,MN
2007,Minnesota,Southeast,Goodhue,165.0,"Goodhue County, Minnesota",27049,MN
2007,Minnesota,East Central,Hennepin,100.0,"Hennepin County, Minnesota",27053,MN
2007,Minnesota,Southeast,Houston,160.0,"Houston County, Minnesota",27055,MN
2007,Minnesota,Southwest,Jackson,163.0,"Jackson County, Minnesota",27063,MN
2007,Minnesota,West Central,Lac Qui Parle,137.0,"Lac Qui Parle County, Minnesota",27073,MN
2007,Minnesota,Southwest,Lyon,150.0,"Lyon County, Minnesota",27083,MN
2007,Minnesota,South Central,Martin,165.0,"Martin County, Minnesota",27091,MN
2007,Minnesota,Central,Mcleod,139.9,"Mcleod County, Minnesota",27085,MN
2007,Minnesota,Central,Morrison,62.0,"Morrison County, Minnesota",27097,MN
2007,Minnesota,Southeast,Mower,172.0,"Mower County, Minnesota",27099,MN
2007,Minnesota,Southwest,Murray,153.0,"Murray County, Minnesota",27101,MN
2007,Minnesota,South Central,Nicollet,145.0,"Nicollet County, Minnesota",27103,MN
2007,Minnesota,Southwest,Nobles,157.0,"Nobles County, Minnesota",27105,MN
2007,Minnesota,Southeast,Olmsted,170.0,"Olmsted County, Minnesota",27109,MN
2007,Minnesota,West Central,Otter Tail,115.0,"Otter Tail County, Minnesota",27111,MN
2007,Minnesota,West Central,Pope,124.0,"Pope County, Minnesota",27121,MN
2007,Minnesota,Southwest,Redwood,156.0,"Redwood County, Minnesota",27127,MN
2007,Minnesota,Central,Renville,145.1,"Renville County, Minnesota",27129,MN
2007,Minnesota,Southwest,Rock,160.0,"Rock County, Minnesota",27133,MN
2007,Minnesota,Central,Sibley,148.0,"Sibley County, Minnesota",27143,MN
2007,Minnesota,Central,Stearns,96.0,"Stearns County, Minnesota",27145,MN
2007,Minnesota,South Central,Steele,175.0,"Steele County, Minnesota",27147,MN
2007,Minnesota,West Central,Stevens,142.1,"Stevens County, Minnesota",27149,MN
